Player,Nation,Pos,Age,cum_MP,cum_Min,cum_Gls,cum_Ast,cum_PK,cum_CrdY,cum_CrdR,cum_GlsxMin,cum_AstxMin,cum_G+AxMin,Season
Steven Vitória,ca CAN,DF,26,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013
João Cancelo,pt POR,DFMF,19,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013
Ola John,nl NED,FWMF,21,6.684684684684684,274.3153153153153,0.0,0.49549549549549543,0.0,0.0,0.0,0.0,0.03567567567567567,0.03567567567567567,2013
Victor Lindelöf,se SWE,DF,19,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013
Bernardo Silva,pt POR,FWMF,18,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013
Maxi Pereira,uy URU,DF,30,31.262441822337223,2797.9657736573863,4.482337686721824,6.569593916552725,0.0,10.673953998618064,0.09790000209857348,0.14358596350755642,0.20916996870134624,0.352756077278654,2014
Lima,br BRA,FW,31,33.336333660101594,2738.269227341591,18.5206309598075,5.89118616879066,2.9999999999999996,0.10881383120933961,0.0,0.6056180376080562,0.1902156670528473,0.8047455663488102,2014
Jardel,br BRA,DF,28,28.363049128942528,2535.5318434801925,3.5600573350793874,0.0,0.0,2.867291377814369,0.00013030699860724327,0.1157018633900801,0.0,0.1157018633900801,2014
Luisão,br BRA,DF,33,29.668092143509607,2651.529107332151,3.670044981412719,0.9116826579817274,0.0,1.2263748345228151,0.8914452189089199,0.12031693048922076,0.027890376135414983,0.1571086098644431,2014
Eduardo Salvio,ar ARG,FWMF,24,27.30001646259513,2255.833546938257,8.118341966309202,7.293791381939586,0.0,3.5605785630738165,0.0,0.29772971948590526,0.279535412072765,0.5771574398242841,2014
Andreas Samaris,gr GRE,MF,25,28.0,2155.0,0.0,2.0,0.0,12.0,0.0,0.0,0.08,0.08,2014
Eliseu,pt POR,DFMF,30,26.0,2283.0,4.0,1.0,0.0,7.0,0.0,0.16,0.04,0.2,2014
Nicolás Gaitán,ar ARG,MF,26,26.856522204375757,2117.8735054489925,3.988437138478959,11.362548344577345,0.0,6.059149783013171,0.0,0.17066569645610802,0.4864400609478255,0.6491859329033681,2014
Jonas,br BRA,FW,30,27.0,2203.0,20.0,3.0,1.0,4.0,0.0,0.82,0.12,0.94,2014
Júlio César,br BRA,GK,34,20.470850904700907,1833.4675772094777,0.0,0.0,0.0,3.5600573350793874,0.00013030699860724327,0.0,0.0,0.0,2014
Talisca,br BRA,FWMF,20,32.0,1874.0,9.0,1.0,0.0,7.0,1.0,0.43,0.05,0.48,2014
Pizzi,pt POR,FWMF,24,23.0,1280.0,2.0,7.0,0.0,1.0,0.0,0.14,0.49,0.63,2014
André Almeida,pt POR,DFMF,23,18.936092203259477,1159.7417883252288,0.0,2.670390971942202,0.0,6.547381192080332,0.0,0.0,0.19582867127576148,0.19582867127576148,2014
Artur Moraes,br BRA,GK,33,12.409840034679476,1036.7649726596471,0.0,0.0,0.0,0.24246526934008406,0.0,0.0,0.0,0.0,2014
Enzo Pérez,ar ARG,MF,28,12.838165405797062,1065.347059142929,1.3248699742129246,2.225770875113825,0.9880446596186148,5.1899048539696695,0.01077057692016688,0.10563888658938556,0.19508274206426562,0.30170077201003,2014
Ola John,nl NED,FWMF,22,23.007040370733442,929.0561447286336,2.6735585063719807,4.5098476071651366,0.0,0.0,0.0,0.2406202655734783,0.40491578290704927,0.6366241867926208,2014
Lisandro López,ar ARG,DF,24,7.0,454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014
Rúben Amorim,pt POR,MF,29,10.573227953180552,235.647965197141,4.6154004574109794e-05,0.19580319153508277,0.0,1.1865255435227118,0.0,3.0243773183655797e-06,0.03818116510935794,0.038184173719780334,2014
César,br BRA,DF,21,3.0,195.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2014
Miralem Sulejmani,rs SRB,FWMF,25,4.693693693693693,158.28828828828827,0.09909909909909909,0.9999999999999999,0.0,0.0,0.0,0.02378378378378378,0.6273873873873873,0.652162162162162,2014
Derley,br BRA,FW,26,16.0,302.0,1.0,2.0,0.0,0.0,0.0,0.3,0.6,0.89,2014
Ljubomir Fejsa,rs SRB,MF,25,6.090090090090089,305.4594594594594,0.9009009009009008,0.0,0.0,2.396396396396396,0.0,0.4234234234234234,0.0,0.4234234234234234,2014
Bryan Cristante,it ITA,DFMF,19,5.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014
Franco Jara,ar ARG,FW,26,1.7844709515831225,94.58013518623518,0.0007818419916434595,0.0013149160768549093,0.0,0.8904052547656686,0.0,6.906270926183893e-05,0.0011963367081223178,0.001265399417384157,2014
Loris Benito,ch SUI,DF,22,2.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014
Gonçalo Guedes,pt POR,FWMF,17,5.0,40.0,0.0,1.0,0.0,1.0,0.0,0.0,2.25,2.25,2014
Sílvio,pt POR,DF,26,1.6936936936936935,92.24324324324323,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,2.626486486486486,2.626486486486486,2014
Bebé,cv CPV,FWMF,24,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014
Hany Mukhtar,de GER,FWMF,19,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014
Jonathan Rodríguez,uy URU,FWMF,21,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014
Jonas,br BRA,FW,31,33.306306306306304,2774.171171171171,30.810810810810807,11.108108108108107,6.405405405405405,3.9999999999999996,0.0,1.0001801801801802,0.35423423423423417,1.3544144144144141,2015
Eliseu,pt POR,DF,31,30.504504504504503,2619.936936936937,0.39639639639639634,0.9999999999999999,0.0,8.801801801801801,0.0,0.015855855855855853,0.030990990990990987,0.04684684684684684,2015
Jardel,br BRA,DF,29,29.819937985151153,2670.3387416014643,3.0616054238207657,3.5600063067683325,0.0,7.43541014426063,1.4333564392783668e-05,0.10172718021590511,0.11570020496997081,0.2174273851858759,2015
Pizzi,pt POR,MF,25,30.207207207207205,2172.7927927927926,7.405405405405404,6.999999999999999,0.0,2.8018018018018016,0.0,0.3021621621621622,0.3008108108108108,0.5939639639639639,2015
Kostas Mitroglou,gr GRE,FW,27,32.0,2193.0,20.0,3.0,1.0,5.0,0.0,0.82,0.12,0.94,2015
André Almeida,pt POR,DFMF,24,25.223071394787123,2143.4374392326026,0.0,4.743776398993283,0.0,5.170189751322964,0.8900143337698468,0.0,0.19954121363119967,0.19954121363119967,2015
Júlio César,br BRA,GK,35,23.61179916389854,2124.0819483341284,0.0,0.0,0.0,1.2816022704365997,1.4333564392783668e-05,0.0,0.0,0.0,2015
Nicolás Gaitán,ar ARG,MF,27,25.204214515317467,2045.8959580867731,3.9987281034637574,13.70988447635265,0.0,2.446500076102121,0.0,0.17897324132749434,0.6053086172871592,0.7834106904067161,2015
Renato Sanches,pt POR,MF,17,24.0,1904.0,2.0,1.0,0.0,6.0,1.0,0.09,0.05,0.14,2015
Andreas Samaris,gr GRE,MF,26,27.099099099099096,1768.5135135135133,1.8018018018018016,1.099099099099099,0.0,7.495495495495495,0.0,0.09009009009009009,0.05297297297297297,0.15207207207207207,2015
Ljubomir Fejsa,rs SRB,MF,26,17.59522324213528,1193.5626058283574,0.09803047856697263,0.0,0.0,3.825505748150788,0.0,0.04607432492647713,0.0,0.04607432492647713,2015
Victor Lindelöf,se SWE,DF,21,13.37857588450227,1151.6928972462347,0.8911861687906603,0.0,0.0,2.6735585063719807,0.0,0.06238303181534623,0.0,0.06238303181534623,2015
Lisandro López,ar ARG,DF,25,13.306306306306306,1151.297297297297,0.9009009009009008,0.9009009009009008,0.0,2.7027027027027026,0.0,0.06306306306306306,0.06306306306306306,0.13513513513513511,2015
Gonçalo Guedes,pt POR,MF,18,16.71171171171171,832.7927927927926,2.7027027027027026,3.702702702702702,0.0,0.09909909909909909,0.0,0.2612612612612612,0.5743243243243242,0.8355855855855855,2015
Nélson Semedo,pt POR,DF,21,12.0,909.0,1.0,0.0,0.0,2.0,0.0,0.1,0.0,0.1,2015
Ederson,br BRA,GK,21,10.0,890.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2015
Luisão,br BRA,DF,34,11.273490092412546,1012.5681979419525,0.4037049402535401,0.10028509046475699,0.0,2.804901235519592,0.09805897220921792,0.013234862101320367,0.0030679413163656444,0.017281946755384782,2015
Raúl Jiménez,mx MEX,FW,24,28.0,919.0,5.0,1.0,0.0,2.0,0.0,0.49,0.1,0.59,2015
Mehdi Carcela,ma MAR,MF,26,20.0,822.0,2.0,3.0,0.0,1.0,0.0,0.22,0.33,0.55,2015
Talisca,br BRA,MF,21,22.090090090090087,851.4774774774774,3.5945945945945943,0.09909909909909909,0.0,2.4954954954954953,0.09909909909909909,0.37594594594594594,0.004954954954954955,0.3809009009009009,2015
Sílvio,pt POR,DF,27,3.74904197486855,271.15488815613577,0.0,0.10881383120933961,0.0,0.8911861687906603,0.0,0.0,0.28579805721415197,0.28579805721415197,2015
Álex Grimaldo,es ESP,DF,19,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
Ola John,nl NED,MF,23,4.3080367196561244,194.64865131903963,0.2937430069136422,0.4954954954954955,0.0,0.0,0.0,0.026436870622227802,0.04448796588308494,0.06994569314893392,2015
Eduardo Salvio,ar ARG,MF,25,10.122971380702303,442.1584771271879,0.8930048161685051,0.8023055519502259,0.0,0.39165802800208777,0.0,0.032749799715357936,0.030748454586732952,0.06348640838110511,2015
Victor Andrade,br BRA,MF,19,3.0,121.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2015
Clésio Baúque,mz MOZ,DF,20,1.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
Filip Đuričić,rs SRB,FWMF,23,1.009803047856697,22.53221638000178,0.0,0.010783352642366989,0.0,0.010783352642366989,0.0,0.0,0.0026958381605917472,0.0026958381605917472,2015
Nuno Santos,pt POR,DFFW,20,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
Paulo Lopes,pt POR,GK,37,0.9127528740753943,10.85286516353266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
Bryan Cristante,it ITA,DFMF,20,2.297297297297297,18.585585585585584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
Luka Jović,rs SRB,FW,17,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
Pizzi,pt POR,MF,26,32.69610551644238,2763.8338828981373,9.717672221727117,6.108813831209338,0.0,4.760805632296586,1.7823723375813205,0.3180589965243739,0.2020577488637376,0.5191364406024418,2016
Victor Lindelöf,se SWE,DF,22,29.95407016541292,2690.1114585586474,0.9880446596186148,0.0,0.0,1.183873330894376,0.0,0.03355791321407367,0.0,0.03355791321407367,2016
Nélson Semedo,pt POR,DF,22,29.117117117117115,2594.5855855855857,0.9999999999999999,1.8018018018018016,0.0,5.603603603603603,0.0,0.036936936936936934,0.05405405405405404,0.09999999999999999,2016
Luisão,br BRA,DF,35,26.160083914026572,2190.42250207912,0.044407543334696924,0.01103135992797315,0.0,3.868539136183035,0.010786486920377735,0.0014558348280900642,0.0003374735440920079,0.0019010141391029081,2016
Ederson,br BRA,GK,22,25.315315315315313,2233.243243243243,0.0,0.0,0.0,3.702702702702702,0.9009009009009008,0.0,0.0,0.0,2016
Kostas Mitroglou,gr GRE,FW,28,28.396396396396394,2231.7387387387384,16.396396396396394,3.0,0.09909909909909909,2.297297297297297,0.0,0.6578378378378378,0.11999999999999998,0.7778378378378377,2016
Eduardo Salvio,ar ARG,MF,26,26.923530125830865,1819.7377009352097,3.658231068642904,4.538254338745254,0.0,0.93308248858854,0.0,0.16380250350715386,0.2080823645619029,0.3718835650198028,2016
Ljubomir Fejsa,rs SRB,MF,27,24.186439576618415,2045.8066636936314,0.01077057692016688,0.0,0.0,3.0906980491013694,0.0,0.005062171152478433,0.0,0.005062171152478433,2016
Franco Cervi,ar ARG,MF,22,26.0,1418.0,2.0,2.0,0.0,2.0,0.0,0.13,0.13,0.25,2016
Jonas,br BRA,FW,32,20.556723999643523,1488.0369842260047,14.938062561269048,3.8822743071027532,5.152927546564476,2.2176276624186793,0.0,0.893077265840834,0.2167828179306657,1.1098600837714998,2016
Álex Grimaldo,es ESP,DF,20,12.81081081081081,1144.8648648648648,1.8018018018018016,1.8018018018018016,0.0,0.9009009009009008,0.0,0.12612612612612611,0.12612612612612611,0.2612612612612612,2016
Gonçalo Guedes,pt POR,FW,19,16.077444078067906,1151.1309152481954,2.0764637732822386,3.076463773282238,0.0,0.9019695214330272,0.0,0.1621067641030211,0.26746724890829693,0.42957401301131803,2016
Rafa Silva,pt POR,MFFW,23,20.0,1085.0,2.0,1.0,0.0,0.0,0.0,0.17,0.08,0.25,2016
Eliseu,pt POR,DF,32,14.013546029765616,1170.9244274128864,0.043133410569467956,1.8911861687906601,0.0,2.7401301131806433,0.0,0.0017253364227787183,0.16378575884502272,0.16551109526780144,2016
André Almeida,pt POR,DF,25,15.234520158098766,1081.276236632224,0.8900015766920831,0.5218079244145684,0.0,1.4587142975403595,0.09790017343612915,0.08010014190228748,0.021949218884380155,0.10204936078666764,2016
Andrija Živković,rs SRB,MF,20,15.0,929.0,0.0,3.0,0.0,0.0,0.0,0.0,0.29,0.29,2016
Andreas Samaris,gr GRE,MF,27,18.99010783352642,1051.542197665092,0.19606095713394525,0.1195971838517066,0.0,5.2715444256305135,0.0,0.009803047856697264,0.005764192139737992,0.01654754478210498,2016
Júlio César,br BRA,GK,36,9.717295200383091,824.608761086192,0.0,0.0,0.0,0.14097602747223953,1.576689597252198e-06,0.0,0.0,0.0,2016
André Horta,pt POR,MF,19,10.0,647.0,1.0,1.0,0.0,2.0,0.0,0.14,0.14,0.28,2016
Raúl Jiménez,mx MEX,FW,25,19.891891891891888,800.0810810810809,6.801801801801801,0.09909909909909909,1.8018018018018016,2.9009009009009006,0.0,0.7692792792792792,0.00990990990990991,0.7791891891891891,2016
Lisandro López,ar ARG,DF,26,8.577399518759467,730.3924783887353,2.7715889849389534,0.09803047856697263,0.0,3.858836110863559,0.0,0.36333660101595217,0.006862133499688085,0.37117903930131,2016
André Carrillo,pe PER,MF,25,20.0,537.0,2.0,1.0,0.0,5.0,0.0,0.34,0.17,0.5,2016
Filipe Augusto,br BRA,MF,22,9.0,150.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2016
Jardel,br BRA,DF,30,4.170188179956021,373.83681405290343,0.33677606562812784,0.3916000763117765,0.0,1.7078939997378044,1.576689597252198e-06,0.011189972180609015,0.012727002480132737,0.02391697466074175,2016
Branimir Kalaica,hr CRO,DF,18,1.0,90.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2016
Pedro Pereira,pt POR,FW,32,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
Marcelo Hermes,br BRA,MF,21,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
Guillermo Celis,co COL,MF,23,3.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
Danilo Barbosa,br BRA,MF,20,2.0,38.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2016
José Gomes,pt POR,DFFW,17,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
Paulo Lopes,pt POR,GK,38,0.9904141865410515,12.764094991147653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
Luka Jović,rs SRB,FW,18,0.9999999999999999,9.603603603603602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
André Almeida,pt POR,DF,26,29.26579995169035,2519.2706662539777,1.8779003659496556,6.287399995236389,0.0,6.390459533787067,0.010769002098573854,0.07111101385752487,0.2071144501607471,0.2782254640182719,2017
Pizzi,pt POR,MF,27,32.96661121154748,2666.0674131299565,6.4084594425469845,6.011955340381385,0.0,4.973719792314793,0.19582867127576148,0.21297110369929262,0.20022608420098786,0.4219907853708861,2017
Bruno Varela,pt POR,GK,22,29.0,2610.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017
Jonas,br BRA,FW,33,28.96247032528032,2343.419304790414,31.905671109307114,7.5475868121851715,7.687193071937662,2.0239106807627705,0.0,1.2107850148340218,0.28195565192699856,1.4927406667610204,2017
Franco Cervi,ar ARG,MFFW,23,30.504504504504503,2272.0540540540537,2.9009009009009006,6.504504504504504,0.0,1.099099099099099,0.0,0.11198198198198196,0.2561261261261261,0.36711711711711703,2017
Álex Grimaldo,es ESP,DF,21,26.34720613136084,2291.050708493004,1.0872471259246055,4.651991801087247,0.0,3.662775153729614,0.0,0.049371713751002584,0.18304963906960162,0.22448979591836732,2017
Ljubomir Fejsa,rs SRB,MF,28,27.58056301612543,2357.4837525969842,0.001184609078247666,0.0,0.0,7.460047154205423,0.0,0.000556766266776403,0.0,0.000556766266776403,2017
Jardel,br BRA,DF,31,23.598721116263018,2056.0820856062405,1.8170453989499817,2.7130760581571947,0.0,4.637868402777762,1.7343582561775094e-07,0.07243089825262063,0.1081999723193625,0.18063087057198313,2017
Rúben Dias,pt POR,DF,20,24.0,2149.0,3.0,0.0,0.0,4.0,0.0,0.13,0.0,0.13,2017
Eduardo Salvio,ar ARG,MFFW,27,26.101588296222342,1620.6111428344186,8.412405519460671,4.059207966993193,0.0,3.66263913225521,0.0,0.47191828199052227,0.2275890605199527,0.6906071989843023,2017
Andrija Živković,rs SRB,MF,21,20.405405405405403,1484.8558558558557,2.7027027027027026,3.9009009009009006,0.0,4.504504504504504,1.8018018018018016,0.15315315315315314,0.23594594594594592,0.39810810810810804,2017
Luisão,br BRA,DF,36,17.117609230284934,1522.5464752096482,0.8948848297910817,0.00121344959179693,0.0,4.875539305008863,0.0011865135609676525,0.053560141832576506,3.7122089841551483e-05,0.05360911155677661,2017
Rafa Silva,pt POR,MFFW,24,19.999999999999996,1203.0180180180178,2.9009009009009006,3.702702702702702,0.0,0.0,0.0,0.215045045045045,0.27819819819819813,0.4932432432432432,2017
Filip Krovinović,hr CRO,MF,21,13.0,856.0,1.0,1.0,0.0,0.0,0.0,0.11,0.11,0.21,2017
Haris Seferović,ch SUI,FW,25,20.0,836.0,4.0,2.0,0.0,1.0,0.0,0.43,0.22,0.65,2017
Raúl Jiménez,mx MEX,FW,26,31.573656536850546,981.8108011763657,6.087247125924605,4.466714196595668,1.0872471259246055,2.9892166473576327,0.0,0.5649487567952945,0.4021121112200338,0.9670608680153283,2017
Eliseu,pt POR,DF,33,6.8804457060558235,592.4069862768607,0.004739053844873427,0.20778401165714672,0.0,1.191187531766526,0.0,0.0001895621537949371,0.01799508826087227,0.01818465041466721,2017
Filipe Augusto,br BRA,MF,23,8.099099099099098,461.71171171171164,0.0,0.9009009009009008,0.0,0.9999999999999999,0.0,0.0,0.16216216216216214,0.16216216216216214,2017
Andreas Samaris,gr GRE,MF,28,18.108782826893684,582.8510206679359,0.9116714778210677,0.013140103842603595,0.0,0.5791828781651922,0.0,0.15239921276874147,0.0006333099229058126,0.15314022846084896,2017
Douglas,br BRA,DF,26,5.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
Diogo Gonçalves,pt POR,MF,20,7.0,298.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3,0.3,2017
Mile Svilar,rs SRB,GK,17,3.0,270.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017
Lisandro López,ar ARG,DF,27,4.5029174021368465,292.09900207489375,0.30451358383380905,0.01077057692016688,0.0,0.4239690733120236,0.0,0.03991967463956398,0.0007539403844116817,0.040781320793177325,2017
Júlio César,br BRA,GK,37,2.848902324812039,250.90695142167334,0.0,0.0,0.0,0.015507360332414039,1.7343582561775094e-07,0.0,0.0,0.0,2017
João Carvalho,pt POR,MF,20,7.0,172.0,0.0,1.0,0.0,0.0,0.0,0.0,0.52,0.52,2017
Keaton Parks,us USA,MF,19,4.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
Martin Chrien,sk SVK,MF,21,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
Gabriel Barbosa,br BRA,FWMF,20,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
Odisseas Vlachodimos,gr GRE,GK,24,34.0,3054.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2018
Álex Grimaldo,es ESP,DF,22,33.15919001701039,2967.5046175510556,3.6799767854011507,11.192676719798545,0.0,3.072818891413892,0.0,0.11224009307202668,0.33165721793327757,0.4430258734181271,2018
Pizzi,pt POR,MF,28,33.88634204562728,2763.908991192694,12.275025020305455,16.681486921315017,4.450071668849234,4.10709522007923,0.021538346877230292,0.39722978891147337,0.5382303128540115,0.9453274147795478,2018
André Almeida,pt POR,DF,27,32.589238065926786,2870.5797808185607,1.9865690425838718,10.481614089382706,0.0,6.042950541267413,0.001184590025392739,0.06122221131235247,0.3253825920528648,0.3866048033652173,2018
Rúben Dias,pt POR,DF,21,31.207207207207205,2795.846846846847,3.0,0.9009009009009008,0.0,9.405405405405403,0.0,0.09396396396396395,0.02702702702702702,0.13,2018
Rafa Silva,pt POR,MFFW,25,25.34711701274396,1836.6353266197307,15.465823010426877,2.1852776044915783,0.0,5.347117012743961,0.0,0.7363488102664646,0.11047856697264058,0.8468273772391051,2018
João Félix,pt POR,FW,18,26.0,1725.0,15.0,7.0,0.0,2.0,0.0,0.78,0.37,1.15,2018
Haris Seferović,ch SUI,FW,26,28.108108108108105,1856.7207207207205,21.117117117117115,4.702702702702702,0.0,0.9999999999999999,0.0,0.9885585585585585,0.229009009009009,1.2175675675675675,2018
Jardel,br BRA,DF,32,19.505859313138174,1653.7290284679589,1.9798749942684415,0.298438360703702,0.0,4.070165522966939,0.8900000211765138,0.10586739888662977,0.011901996728064284,0.11776939561469406,2018
Ljubomir Fejsa,rs SRB,MF,29,19.053846826175935,1538.2517614662224,0.0001303051308434879,0.0,0.0,4.380599731533641,0.0,6.124341149643931e-05,0.0,6.124341149643931e-05,2018
Andreas Samaris,gr GRE,MF,29,18.90197888546015,1319.0254684365718,1.8802994624108722,2.6714882243850027,0.0,2.7337448160336373,0.0,0.132463592339401,0.16917237843007185,0.3016478168602554,2018
Gabriel,br BRA,MF,24,17.0,1253.0,0.0,1.0,0.0,4.0,1.0,0.0,0.07,0.07,2018
Francisco Reis Ferreira,pt POR,DF,21,13.0,1143.0,2.0,0.0,0.0,1.0,1.0,0.16,0.0,0.16,2018
Franco Cervi,ar ARG,FWMF,24,21.1430353800909,1163.3702878531324,3.880402816148293,2.4901523928348626,0.0,3.684341859014348,0.0,0.32410034756260575,0.18828357543890917,0.5122760894750913,2018
Gedson Fernandes,pt POR,MF,19,22.0,1050.0,0.0,2.0,0.0,2.0,0.0,0.0,0.17,0.17,2018
Jonas,br BRA,FW,34,22.76577193733363,1170.0072256080691,13.29932416494561,1.7201406977379512,1.7354953852267287,4.672672833463251,0.8900143337698468,0.9964829002747573,0.11111237026383433,1.0986951272008934,2018
Florentino Luís,pt POR,MF,18,11.0,842.0,1.0,0.0,0.0,1.0,0.0,0.11,0.0,0.11,2018
Eduardo Salvio,ar ARG,FWMF,28,15.331174687188383,762.1072236874786,2.7053645936837696,2.226512872047852,0.0,0.4028902968617558,0.0,0.2922110105952171,0.26533479674619725,0.5654667915931987,2018
Andrija Živković,rs SRB,FWMF,22,16.479369040192495,755.994029052669,0.2940914357009179,3.0980304785669723,0.0,1.3813385616255234,0.19606095713394525,0.016665181356385346,0.38214864985295427,0.39979413599500935,2018
Facundo Ferreyra,ar ARG,FW,27,5.0,284.0,1.0,0.0,0.0,1.0,0.0,0.32,0.0,0.32,2018
Germán Conti,ar ARG,DF,24,4.0,267.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018
Nicolás Castillo,cl CHI,FW,25,4.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Adel Taarabt,ma MAR,MFFW,29,6.0,136.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018
Sébastien Corchia,fr FRA,DF,27,2.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Cristian Lema,ar ARG,DF,27,1.0,81.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018
Alfa Semedo,gw GNB,MFDF,20,5.0,102.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018
Filip Krovinović,hr CRO,MFFW,22,4.891891891891891,120.86486486486484,0.09909909909909909,0.09909909909909909,0.0,0.0,0.0,0.010900900900900899,0.010900900900900899,0.020810810810810806,2018
Mile Svilar,rs SRB,GK,18,1.198198198198198,29.459459459459456,0.0,0.0,0.0,0.09909909909909909,0.0,0.0,0.0,0.0,2018
Rúben Dias,pt POR,DF,22,32.80491934765172,2951.049728188218,2.108813831209339,1.880402816148293,0.0,6.370555208983156,0.0,0.06369574904197486,0.05641208448444879,0.12108813831209338,2019
Odisseas Vlachodimos,gr GRE,GK,25,33.09909909909909,2978.324324324324,0.0,0.0,0.0,2.9009009009009006,0.09909909909909909,0.0,0.0,0.0,2019
Pizzi,pt POR,MFFW,29,33.98749780422259,2805.820063279217,17.370261778756323,14.294959333465451,4.939508750641061,3.1217787286604457,0.0023691841971543253,0.5598955649526067,0.45970519530190546,1.0117861333614242,2019
Álex Grimaldo,es ESP,DF,23,26.78740828368915,2372.5259257392863,0.4047446984538431,6.57112000854485,0.0,1.2279803667466045,0.0,0.012344801414261256,0.24118083684149544,0.253429792612153,2019
Francisco Reis Ferreira,pt POR,DF,22,24.71171171171171,2200.6576576576576,1.099099099099099,0.0,0.0,2.8018018018018016,0.09909909909909909,0.05189189189189189,0.0,0.05189189189189189,2019
André Almeida,pt POR,DF,28,24.054816167128223,2098.433774069362,3.778522598909558,4.712977536229954,0.0,7.784724563646426,0.00013030490030725212,0.16693444349362266,0.19599208482071906,0.36292652831434175,2019
Carlos Vinícius,br BRA,FW,24,32.0,1777.0,18.0,5.0,0.0,2.0,0.0,0.91,0.25,1.16,2019
Adel Taarabt,ma MAR,MF,30,22.216216216216214,1519.7837837837837,0.9009009009009008,0.9009009009009008,0.0,7.306306306306306,0.9009009009009008,0.04504504504504504,0.04504504504504504,0.09909909909909909,2019
Gabriel,br BRA,MF,25,21.5045045045045,1590.8378378378377,1.8018018018018016,1.9009009009009006,0.0,8.504504504504503,0.9999999999999999,0.09909909909909909,0.10603603603603602,0.20513513513513512,2019
Franco Cervi,ar ARG,MFFW,25,22.795975898831347,1554.6980259579807,2.2065992481959285,1.1637225606201005,0.0,3.9653187423170624,0.0,0.13352313582231576,0.07409447487206601,0.20760576305976958,2019
Rafa Silva,pt POR,MFFW,26,25.038137633730955,1714.1219487445157,7.930137231392049,4.690747362321318,0.0,3.2578769857694865,0.0,0.41025062509401994,0.24357212859534763,0.662724056929175,2019
Chiquinho,pt POR,FWMF,24,25.0,1512.0,2.0,4.0,0.0,2.0,0.0,0.12,0.24,0.36,2019
Julian Weigl,de GER,MF,23,18.0,1372.0,1.0,0.0,0.0,5.0,0.0,0.07,0.0,0.07,2019
Haris Seferović,ch SUI,FW,27,29.794135995009352,1480.8890473219856,6.7537652615631405,2.2940914357009174,0.0,1.8911861687906601,0.0,0.3838365564566437,0.1407735495945103,0.524610106051154,2019
