"comp_name","region","country","season_start_year","squad","player_num","player_name","player_position","player_dob","player_age","player_nationality","current_club","player_height_mtrs","player_foot","date_joined","joined_from","contract_expiry","player_market_value_euro","player_url"
"Liga Portugal",NA,"Portugal",2010,"SL Benfica","-","César Peixoto","Left Midfield",1980-05-12,NA,"Portugal",NA,"1.82","left","2009-07-01","SC Braga",NA,1500000,"https://www.transfermarkt.com/cesar-peixoto/profil/spieler/9830"
"Liga Portugal",NA,"Portugal",2010,"SL Benfica","-","Nico Gaitán","Attacking Midfield",1988-02-23,NA,"Argentina","FC Paços de Ferreira","1.74","left","2010-07-01","CA Boca Juniors","2023-06-30",10500000,"https://www.transfermarkt.com/nico-gaitan/profil/spieler/75442"
"Liga Portugal",NA,"Portugal",2010,"SL Benfica","-","Pablo Aimar","Attacking Midfield",1979-11-03,NA,"Argentina",NA,"1.7","right","2008-07-17","Real Zaragoza",NA,6500000,"https://www.transfermarkt.com/pablo-aimar/profil/spieler/3411"
"Liga Portugal",NA,"Portugal",2010,"SL Benfica","-","Carlos Martins","Attacking Midfield",1982-04-29,NA,"Portugal",NA,"1.72","both","2008-07-01","Recreativo Huelva",NA,6200000,"https://www.transfermarkt.com/carlos-martins/profil/spieler/14511"
"Liga Portugal",NA,"Portugal",2010,"SL Benfica","-","Felipe Menezes","Attacking Midfield",1988-01-20,NA,"Brazil","Hercílio Luz Futebol Clube (SC)","1.85","right","2009-08-01","Goiás Esporte Clube",NA,NA,"https://www.transfermarkt.com/felipe-menezes/profil/spieler/53757"
"Liga Portugal",NA,"Portugal",2010,"SL Benfica","-","Eduardo Salvio","Right Winger",1990-07-13,NA,"Argentina","UNAM Pumas","1.73","right","2012-07-31","Atlético de Madrid","2024-06-30",1e+07,"https://www.transfermarkt.com/eduardo-salvio/profil/spieler/84535"
"Liga Portugal",NA,"Portugal",2010,"SL Benfica","-","Javier Saviola","Second Striker",1981-12-11,NA,"Argentina",NA,"1.68","right","2009-07-01","Real Madrid",NA,7500000,"https://www.transfermarkt.com/javier-saviola/profil/spieler/7611"
"Liga Portugal",NA,"Portugal",2010,"SL Benfica","-","Óscar Cardozo","Centre-Forward",1983-05-20,NA,"Paraguay","Club Libertad Asunción","1.93","left","2007-07-01","CA Newell's Old Boys",NA,1.5e+07,"https://www.transfermarkt.com/oscar-cardozo/profil/spieler/45865"
"Liga Portugal",NA,"Portugal",2010,"SL Benfica","-","Franco Jara","Centre-Forward",1988-07-15,NA,"Argentina","Club Atlético Belgrano","1.81","right","2010-07-01","Arsenal Fútbol Club","2023-12-31",5500000,"https://www.transfermarkt.com/franco-jara/profil/spieler/75035"
"Liga Portugal",NA,"Portugal",2010,"SL Benfica","-","Alan Kardec","Centre-Forward",1989-01-12,NA,"Brazil","Clube Atlético Mineiro","1.9","right","2010-01-01","Clube de Regatas Vasco da Gama","2024-12-31",2e+06,"https://www.transfermarkt.com/alan-kardec/profil/spieler/53922"
"Liga Portugal",NA,"Portugal",2010,"SL Benfica","-","Nuno Gomes","Centre-Forward",1976-07-05,NA,"Portugal",NA,"1.81","right","2002-08-04","Florentia Viola",NA,1500000,"https://www.transfermarkt.com/nuno-gomes/profil/spieler/3626"
"Liga Portugal",NA,"Portugal",2010,"SL Benfica","-","Weldon","Centre-Forward",1980-08-06,NA,"Brazil","América Futebol Clube (SP)","1.84","right","2009-07-01","Sport Club do Recife",NA,1e+06,"https://www.transfermarkt.com/weldon/profil/spieler/37775"
