"comp_name","region","country","season_start_year","squad","player_num","player_name","player_position","player_dob","player_age","player_nationality","current_club","player_height_mtrs","player_foot","date_joined","joined_from","contract_expiry","player_market_value_euro","player_url"
"Liga Portugal",NA,"Portugal",2019,"SL Benfica","99","Odysseas Vlachodimos","Goalkeeper",1994-04-26,NA,"Greece","SL Benfica","1.91","right","2018-07-01","Panathinaikos Athens","2027-06-30",1.2e+07,"https://www.transfermarkt.com/odysseas-vlachodimos/profil/spieler/124419"
"Liga Portugal",NA,"Portugal",2019,"SL Benfica","-","Mile Svilar","Goalkeeper",1999-08-27,NA,"Serbia","AS Roma","1.89","right","2017-08-28","RSC Anderlecht","2027-06-30",1300000,"https://www.transfermarkt.com/mile-svilar/profil/spieler/338670"
"Liga Portugal",NA,"Portugal",2019,"SL Benfica","-","Ivan Zlobin","Goalkeeper",1997-03-07,NA,"Russia","FC Famalicão","1.91","right","2019-02-01","SL Benfica B","2025-06-30",1200000,"https://www.transfermarkt.com/ivan-zlobin/profil/spieler/282654"
"Liga Portugal",NA,"Portugal",2019,"SL Benfica","-","Rúben Dias","Centre-Back",1997-05-14,NA,"Portugal","Manchester City","1.87","right","2017-07-01","SL Benfica B","2027-06-30",30500000,"https://www.transfermarkt.com/ruben-dias/profil/spieler/258004"
"Liga Portugal",NA,"Portugal",2019,"SL Benfica","-","Ferro","Centre-Back",1997-03-26,NA,"Portugal","HNK Hajduk Split","1.91","right","2019-01-01","SL Benfica B","2026-05-31",14500000,"https://www.transfermarkt.com/ferro/profil/spieler/294321"
"Liga Portugal",NA,"Portugal",2019,"SL Benfica","-","Germán Conti","Centre-Back",1994-06-03,NA,"Argentina","Lokomotiv Moscow","1.93","right","2018-07-01","CA Colon","2025-06-30",2e+06,"https://www.transfermarkt.com/german-conti/profil/spieler/284321"
"Liga Portugal",NA,"Portugal",2019,"SL Benfica","91","Morato","Centre-Back",2001-06-30,NA,"Brazil","SL Benfica","1.92","left","2021-07-01","SL Benfica B","2027-06-30",1800000,"https://www.transfermarkt.com/morato/profil/spieler/673492"
"Liga Portugal",NA,"Portugal",2019,"SL Benfica","-","Jardel","Centre-Back",1986-03-29,NA,"Brazil","Without Club","1.92","right","2011-01-01","Desportivo Brasil Ltda (SP)",NA,1200000,"https://www.transfermarkt.com/jardel/profil/spieler/122946"
"Liga Portugal",NA,"Portugal",2019,"SL Benfica","-","Pedro Álvaro","Centre-Back",2000-03-02,NA,"Portugal","GD Estoril Praia","1.87","right",NA,NA,"2025-06-30",NA,"https://www.transfermarkt.com/pedro-alvaro/profil/spieler/375376"
"Liga Portugal",NA,"Portugal",2019,"SL Benfica","3","Alejandro Grimaldo","Left-Back",1995-09-20,NA,"Spain","SL Benfica","1.71","left","2016-01-01","FC Barcelona B","2023-06-30",2.8e+07,"https://www.transfermarkt.com/alejandro-grimaldo/profil/spieler/193082"
"Liga Portugal",NA,"Portugal",2019,"SL Benfica","-","Nuno Tavares","Left-Back",2000-01-26,NA,"Portugal","Olympique Marseille","1.83","left","2019-07-01","SL Benfica B","2023-06-30",4500000,"https://www.transfermarkt.com/nuno-tavares/profil/spieler/535955"
"Liga Portugal",NA,"Portugal",2019,"SL Benfica","-","Tomás Tavares","Right-Back",2001-03-07,NA,"Portugal","Spartak Moscow","1.82","right","2019-09-01","SL Benfica B","2026-06-30",7200000,"https://www.transfermarkt.com/tomas-tavares/profil/spieler/550549"
"Liga Portugal",NA,"Portugal",2019,"SL Benfica","-","André Almeida","Right-Back",1990-09-10,NA,"Portugal","Without Club","1.85","right","2011-07-01","CF Os Belenenses",NA,6500000,"https://www.transfermarkt.com/andre-almeida/profil/spieler/83466"
"Liga Portugal",NA,"Portugal",2019,"SL Benfica","-","João Ferreira","Right-Back",2001-03-22,NA,"Portugal","Watford FC","1.85","right",NA,NA,"2027-06-30",NA,"https://www.transfermarkt.com/joao-ferreira/profil/spieler/481623"
"Liga Portugal",NA,"Portugal",2019,"SL Benfica","-","Tyronne Ebuehi","Right-Back",1995-12-16,NA,"Nigeria","FC Empoli","1.87","right","2018-07-01","ADO Den Haag","2025-06-30",NA,"https://www.transfermarkt.com/tyronne-ebuehi/profil/spieler/309944"
"Liga Portugal",NA,"Portugal",2019,"SL Benfica","-","Julian Weigl","Defensive Midfield",1995-09-08,NA,"Germany","Borussia Mönchengladbach","1.86","right","2020-01-01","Borussia Dortmund","2023-06-30",18500000,"https://www.transfermarkt.com/julian-weigl/profil/spieler/196792"
"Liga Portugal",NA,"Portugal",2019,"SL Benfica","61","Florentino","Defensive Midfield",1999-08-19,NA,"Portugal","SL Benfica","1.84","right","2019-01-01","SL Benfica B","2027-06-30",1.8e+07,"https://www.transfermarkt.com/florentino/profil/spieler/357162"
"Liga Portugal",NA,"Portugal",2019,"SL Benfica","-","Andreas Samaris","Defensive Midfield",1989-06-13,NA,"Greece","Rio Ave FC","1.89","right","2014-08-22","Olympiacos Piraeus","2023-06-30",5500000,"https://www.transfermarkt.com/andreas-samaris/profil/spieler/140032"
"Liga Portugal",NA,"Portugal",2019,"SL Benfica","-","Ljubomir Fejsa","Defensive Midfield",1988-08-14,NA,"Serbia","FK Partizan Belgrade","1.83","right","2013-08-24","Olympiacos Piraeus","2023-06-30",2800000,"https://www.transfermarkt.com/ljubomir-fejsa/profil/spieler/46110"
"Liga Portugal",NA,"Portugal",2019,"SL Benfica","-","Gedson Fernandes","Central Midfield",1999-01-09,NA,"Portugal","Besiktas JK","1.83","right","2018-07-01","SL Benfica B","2026-06-30",13500000,"https://www.transfermarkt.com/gedson-fernandes/profil/spieler/337800"
"Liga Portugal",NA,"Portugal",2019,"SL Benfica","-","Gabriel Pires","Central Midfield",1993-09-18,NA,"Brazil","Botafogo de Futebol e Regatas","1.87","left","2018-08-27","CD Leganés","2023-06-30",1.2e+07,"https://www.transfermarkt.com/gabriel-pires/profil/spieler/167291"
"Liga Portugal",NA,"Portugal",2019,"SL Benfica","-","Adel Taarabt","Central Midfield",1989-05-24,NA,"Morocco","Al-Nasr SC (UAE)","1.85","right","2019-03-30","SL Benfica B",NA,4e+06,"https://www.transfermarkt.com/adel-taarabt/profil/spieler/45287"
"Liga Portugal",NA,"Portugal",2019,"SL Benfica","-","Tiago Dantas","Central Midfield",2000-12-24,NA,"Portugal","PAOK Thessaloniki","1.7","right","2020-07-01","SL Benfica B","2023-06-30",1300000,"https://www.transfermarkt.com/tiago-dantas/profil/spieler/429987"
"Liga Portugal",NA,"Portugal",2019,"SL Benfica","-","Caio Lucas","Left Midfield",1994-04-19,NA,"Brazil","Sharjah FC","1.73","right","2019-07-01","Al-Ain FC","2024-06-30",2400000,"https://www.transfermarkt.com/caio-lucas/profil/spieler/308441"
"Liga Portugal",NA,"Portugal",2019,"SL Benfica","-","Pizzi","Attacking Midfield",1989-10-06,NA,"Portugal","SC Braga","1.77","right","2013-07-26","Atlético de Madrid","2024-06-30",21500000,"https://www.transfermarkt.com/pizzi/profil/spieler/64339"
