"comp_name","region","country","season_start_year","squad","player_num","player_name","player_position","player_dob","player_age","player_nationality","current_club","player_height_mtrs","player_foot","date_joined","joined_from","contract_expiry","player_market_value_euro","player_url"
"Liga Portugal",NA,"Portugal",2011,"SL Benfica","-","Artur Moraes","Goalkeeper",1981-01-25,NA,"Brazil",NA,"1.93","right","2011-07-01","SC Braga",NA,6e+06,"https://www.transfermarkt.com/artur-moraes/profil/spieler/20394"
"Liga Portugal",NA,"Portugal",2011,"SL Benfica","-","Eduardo","Goalkeeper",1982-09-19,NA,"Portugal",NA,"1.88","right","2011-07-01","Genoa CFC",NA,4e+06,"https://www.transfermarkt.com/eduardo/profil/spieler/34159"
"Liga Portugal",NA,"Portugal",2011,"SL Benfica","-","Mika","Goalkeeper",1991-03-08,NA,"Portugal","Vitória Setúbal FC","1.95","left","2011-07-01","União de Leiria","2023-06-30",1500000,"https://www.transfermarkt.com/mika/profil/spieler/138285"
"Liga Portugal",NA,"Portugal",2011,"SL Benfica","-","Bruno Varela","Goalkeeper",1994-11-04,NA,"Portugal","Vitória Guimarães SC","1.91","right","2017-07-01","Vitória Setúbal FC","2024-06-30",NA,"https://www.transfermarkt.com/bruno-varela/profil/spieler/182722"
"Liga Portugal",NA,"Portugal",2011,"SL Benfica","-","Ezequiel Garay","Centre-Back",1986-10-10,NA,"Argentina",NA,"1.88","right","2011-07-01","Real Madrid",NA,1.2e+07,"https://www.transfermarkt.com/ezequiel-garay/profil/spieler/35939"
"Liga Portugal",NA,"Portugal",2011,"SL Benfica","-","Luisão","Centre-Back",1981-02-13,NA,"Brazil",NA,"1.95","right","2003-08-01","Cruzeiro Esporte Clube",NA,9500000,"https://www.transfermarkt.com/luisao/profil/spieler/13230"
"Liga Portugal",NA,"Portugal",2011,"SL Benfica","-","Jardel","Centre-Back",1986-03-29,NA,"Brazil","Without Club","1.92","right","2011-01-01","Desportivo Brasil Ltda (SP)",NA,3e+06,"https://www.transfermarkt.com/jardel/profil/spieler/122946"
"Liga Portugal",NA,"Portugal",2011,"SL Benfica","-","Miguel Vítor","Centre-Back",1989-06-30,NA,"Israel","Hapoel Beer Sheva","1.84","right","2007-07-01","SL Benfica U19","2024-06-30",1500000,"https://www.transfermarkt.com/miguel-vitor/profil/spieler/57814"
"Liga Portugal",NA,"Portugal",2011,"SL Benfica","-","Fábio Faria","Centre-Back",1989-04-24,NA,"Portugal",NA,"1.89","left","2010-07-01","Rio Ave FC",NA,1e+06,"https://www.transfermarkt.com/fabio-faria/profil/spieler/66419"
"Liga Portugal",NA,"Portugal",2011,"SL Benfica","-","Émerson","Left-Back",1986-02-23,NA,"Brazil",NA,"1.87","left","2011-07-21","LOSC Lille",NA,4500000,"https://www.transfermarkt.com/emerson/profil/spieler/39073"
"Liga Portugal",NA,"Portugal",2011,"SL Benfica","-","Joan Capdevila","Left-Back",1978-02-03,NA,"Spain",NA,"1.82","left","2011-07-21","Villarreal CF",NA,3e+06,"https://www.transfermarkt.com/joan-capdevila/profil/spieler/7486"
"Liga Portugal",NA,"Portugal",2011,"SL Benfica","-","Luís Martins","Left-Back",1992-06-10,NA,"Portugal","Vancouver Whitecaps FC","1.77","left","2011-07-01","SL Benfica U19","2024-12-31",NA,"https://www.transfermarkt.com/luis-martins/profil/spieler/187896"
"Liga Portugal",NA,"Portugal",2011,"SL Benfica","-","Maximiliano Pereira","Right-Back",1984-06-08,NA,"Uruguay","CA River Plate Montevideo","1.73","right","2007-08-27","Defensor Sporting Club","2023-12-31",1.3e+07,"https://www.transfermarkt.com/maximiliano-pereira/profil/spieler/57834"
"Liga Portugal",NA,"Portugal",2011,"SL Benfica","-","André Almeida","Right-Back",1990-09-10,NA,"Portugal","Without Club","1.85","right","2011-07-01","CF Os Belenenses",NA,1e+06,"https://www.transfermarkt.com/andre-almeida/profil/spieler/83466"
"Liga Portugal",NA,"Portugal",2011,"SL Benfica","-","Axel Witsel","Defensive Midfield",1989-01-12,NA,"Belgium","Atlético de Madrid","1.86","right","2011-07-13","Standard Liège","2024-06-30",1.4e+07,"https://www.transfermarkt.com/axel-witsel/profil/spieler/35047"
"Liga Portugal",NA,"Portugal",2011,"SL Benfica","-","Javi García","Defensive Midfield",1987-02-08,NA,"Spain",NA,"1.87","right","2009-07-21","Real Madrid",NA,10500000,"https://www.transfermarkt.com/javi-garcia/profil/spieler/36350"
"Liga Portugal",NA,"Portugal",2011,"SL Benfica","-","Nemanja Matić","Defensive Midfield",1988-08-01,NA,"Serbia","AS Roma","1.94","left","2011-07-01","Chelsea FC","2024-06-30",4e+06,"https://www.transfermarkt.com/nemanja-mati%C4%87/profil/spieler/74683"
"Liga Portugal",NA,"Portugal",2011,"SL Benfica","-","Enzo Pérez","Defensive Midfield",1986-02-22,NA,"Argentina","CA River Plate","1.79","right","2011-07-01","Club Estudiantes de La Plata","2023-12-31",3e+06,"https://www.transfermarkt.com/enzo-perez/profil/spieler/56066"
"Liga Portugal",NA,"Portugal",2011,"SL Benfica","-","Rúben Pinto","Defensive Midfield",1992-04-24,NA,"Portugal","MOL Fehérvár FC","1.83","right",NA,NA,"2024-06-30",NA,"https://www.transfermarkt.com/ruben-pinto/profil/spieler/139394"
"Liga Portugal",NA,"Portugal",2011,"SL Benfica","-","Bruno César","Central Midfield",1988-11-03,NA,"Brazil","XV de Piracicaba","1.78","left","2011-07-01","Sport Club Corinthians Paulista","2023-04-30",7500000,"https://www.transfermarkt.com/bruno-cesar/profil/spieler/110074"
"Liga Portugal",NA,"Portugal",2011,"SL Benfica","-","Rúben Amorim","Central Midfield",1985-01-27,NA,"Portugal",NA,"1.78","right","2008-07-01","CF Os Belenenses",NA,4200000,"https://www.transfermarkt.com/ruben-amorim/profil/spieler/25101"
"Liga Portugal",NA,"Portugal",2011,"SL Benfica","-","David Simão","Central Midfield",1990-05-15,NA,"Portugal","FC Arouca","1.83","left","2009-07-01","SL Benfica U19","2023-06-30",1500000,"https://www.transfermarkt.com/david-simao/profil/spieler/70359"
"Liga Portugal",NA,"Portugal",2011,"SL Benfica","-","Nico Gaitán","Attacking Midfield",1988-02-23,NA,"Argentina","FC Paços de Ferreira","1.74","left","2010-07-01","CA Boca Juniors","2023-06-30",1.5e+07,"https://www.transfermarkt.com/nico-gaitan/profil/spieler/75442"
"Liga Portugal",NA,"Portugal",2011,"SL Benfica","-","Pablo Aimar","Attacking Midfield",1979-11-03,NA,"Argentina",NA,"1.7","right","2008-07-17","Real Zaragoza",NA,6500000,"https://www.transfermarkt.com/pablo-aimar/profil/spieler/3411"
