"comp_name","region","country","season_start_year","squad","player_num","player_name","player_position","player_dob","player_age","player_nationality","current_club","player_height_mtrs","player_foot","date_joined","joined_from","contract_expiry","player_market_value_euro","player_url"
"Liga Portugal",NA,"Portugal",2020,"SL Benfica","-","Ferro","Centre-Back",1997-03-26,NA,"Portugal","HNK Hajduk Split","1.91","right","2019-01-01","SL Benfica B","2026-05-31",5e+06,"https://www.transfermarkt.com/ferro/profil/spieler/294321"
"Liga Portugal",NA,"Portugal",2020,"SL Benfica","91","Morato","Centre-Back",2001-06-30,NA,"Brazil","SL Benfica","1.92","left","2021-07-01","SL Benfica B","2027-06-30",2e+06,"https://www.transfermarkt.com/morato/profil/spieler/673492"
"Liga Portugal",NA,"Portugal",2020,"SL Benfica","-","Jardel","Centre-Back",1986-03-29,NA,"Brazil","Without Club","1.92","right","2011-01-01","Desportivo Brasil Ltda (SP)",NA,NA,"https://www.transfermarkt.com/jardel/profil/spieler/122946"
"Liga Portugal",NA,"Portugal",2020,"SL Benfica","-","Branimir Kalaica","Centre-Back",1998-06-01,NA,"Croatia","NK Lokomotiva Zagreb","1.92","right",NA,NA,"2024-06-15",NA,"https://www.transfermarkt.com/branimir-kalaica/profil/spieler/293180"
"Liga Portugal",NA,"Portugal",2020,"SL Benfica","3","Alejandro Grimaldo","Left-Back",1995-09-20,NA,"Spain","SL Benfica","1.71","left","2016-01-01","FC Barcelona B","2023-06-30",2.2e+07,"https://www.transfermarkt.com/alejandro-grimaldo/profil/spieler/193082"
"Liga Portugal",NA,"Portugal",2020,"SL Benfica","-","Nuno Tavares","Left-Back",2000-01-26,NA,"Portugal","Olympique Marseille","1.83","left","2019-07-01","SL Benfica B","2023-06-30",7e+06,"https://www.transfermarkt.com/nuno-tavares/profil/spieler/535955"
"Liga Portugal",NA,"Portugal",2020,"SL Benfica","-","André Almeida","Right-Back",1990-09-10,NA,"Portugal","Without Club","1.85","right","2011-07-01","CF Os Belenenses",NA,5e+06,"https://www.transfermarkt.com/andre-almeida/profil/spieler/83466"
"Liga Portugal",NA,"Portugal",2020,"SL Benfica","2","Gilberto","Right-Back",1993-03-07,NA,"Brazil","SL Benfica","1.81","right","2020-08-08","Fluminense Football Club","2025-06-30",3e+06,"https://www.transfermarkt.com/gilberto/profil/spieler/231614"
"Liga Portugal",NA,"Portugal",2020,"SL Benfica","-","João Ferreira","Right-Back",2001-03-22,NA,"Portugal","Watford FC","1.85","right",NA,NA,"2027-06-30",NA,"https://www.transfermarkt.com/joao-ferreira/profil/spieler/481623"
"Liga Portugal",NA,"Portugal",2020,"SL Benfica","-","Julian Weigl","Defensive Midfield",1995-09-08,NA,"Germany","Borussia Mönchengladbach","1.86","right","2020-01-01","Borussia Dortmund","2023-06-30",2e+07,"https://www.transfermarkt.com/julian-weigl/profil/spieler/196792"
"Liga Portugal",NA,"Portugal",2020,"SL Benfica","-","Andreas Samaris","Defensive Midfield",1989-06-13,NA,"Greece","Rio Ave FC","1.89","right","2014-08-22","Olympiacos Piraeus","2023-06-30",2e+06,"https://www.transfermarkt.com/andreas-samaris/profil/spieler/140032"
"Liga Portugal",NA,"Portugal",2020,"SL Benfica","-","Ilija Vukotic","Defensive Midfield",1999-01-07,NA,"Montenegro","Boavista FC","1.91","left","2021-07-01","SL Benfica B","2025-06-30",NA,"https://www.transfermarkt.com/ilija-vukotic/profil/spieler/344474"
"Liga Portugal",NA,"Portugal",2020,"SL Benfica","-","Gabriel Pires","Central Midfield",1993-09-18,NA,"Brazil","Botafogo de Futebol e Regatas","1.87","left","2018-08-27","CD Leganés","2023-06-30",7e+06,"https://www.transfermarkt.com/gabriel-pires/profil/spieler/167291"
"Liga Portugal",NA,"Portugal",2020,"SL Benfica","-","Adel Taarabt","Central Midfield",1989-05-24,NA,"Morocco","Al-Nasr SC (UAE)","1.85","right","2019-03-30","SL Benfica B",NA,4e+06,"https://www.transfermarkt.com/adel-taarabt/profil/spieler/45287"
"Liga Portugal",NA,"Portugal",2020,"SL Benfica","-","Paulo Bernardo","Central Midfield",2002-01-24,NA,"Portugal","FC Paços de Ferreira","1.8","right","2022-01-01","SL Benfica B","2023-06-30",1500000,"https://www.transfermarkt.com/paulo-bernardo/profil/spieler/504090"
"Liga Portugal",NA,"Portugal",2020,"SL Benfica","-","Pizzi","Attacking Midfield",1989-10-06,NA,"Portugal","SC Braga","1.77","right","2013-07-26","Atlético de Madrid","2024-06-30",1.2e+07,"https://www.transfermarkt.com/pizzi/profil/spieler/64339"
"Liga Portugal",NA,"Portugal",2020,"SL Benfica","22","Chiquinho","Attacking Midfield",1995-07-19,NA,"Portugal","SL Benfica","1.75","right","2019-07-01","Moreirense FC","2024-06-30",6e+06,"https://www.transfermarkt.com/chiquinho/profil/spieler/334557"
"Liga Portugal",NA,"Portugal",2020,"SL Benfica","-","Éverton","Left Winger",1996-03-22,NA,"Brazil","CR Flamengo","1.74","right","2020-08-14","Grêmio Foot-Ball Porto Alegrense","2026-06-30",2e+07,"https://www.transfermarkt.com/everton/profil/spieler/321239"
"Liga Portugal",NA,"Portugal",2020,"SL Benfica","-","Franco Cervi","Left Winger",1994-05-26,NA,"Argentina","Celta de Vigo","1.66","left","2016-07-01","CA Rosario Central","2024-06-30",5e+06,"https://www.transfermarkt.com/franco-cervi/profil/spieler/341110"
"Liga Portugal",NA,"Portugal",2020,"SL Benfica","-","Tiago Araújo","Left Winger",2001-03-27,NA,"Portugal","GD Estoril Praia","1.84","left",NA,NA,"2025-06-30",NA,"https://www.transfermarkt.com/tiago-araujo/profil/spieler/481628"
"Liga Portugal",NA,"Portugal",2020,"SL Benfica","-","Pedrinho","Right Winger",1998-04-13,NA,"Brazil","Clube Atlético Mineiro","1.72","left","2020-08-03","Sport Club Corinthians Paulista","2023-06-30",1.5e+07,"https://www.transfermarkt.com/pedrinho/profil/spieler/515208"
"Liga Portugal",NA,"Portugal",2020,"SL Benfica","-","Diogo Gonçalves","Right Winger",1997-02-06,NA,"Portugal","FC Copenhagen","1.78","right","2017-07-01","SL Benfica B","2027-06-30",8e+06,"https://www.transfermarkt.com/diogo-goncalves/profil/spieler/258015"
"Liga Portugal",NA,"Portugal",2020,"SL Benfica","27","Rafa","Second Striker",1993-05-17,NA,"Portugal","SL Benfica","1.72","right","2016-08-31","SC Braga","2024-06-30",2.3e+07,"https://www.transfermarkt.com/rafa/profil/spieler/238055"
"Liga Portugal",NA,"Portugal",2020,"SL Benfica","-","Luca Waldschmidt","Second Striker",1996-05-19,NA,"Germany","VfL Wolfsburg","1.81","left","2020-08-14","SC Freiburg","2025-06-30",1.5e+07,"https://www.transfermarkt.com/luca-waldschmidt/profil/spieler/196095"
"Liga Portugal",NA,"Portugal",2020,"SL Benfica","-","Darwin Núñez","Centre-Forward",1999-06-24,NA,"Uruguay","Liverpool FC","1.87","right","2020-09-04","UD Almería","2028-06-30",2e+07,"https://www.transfermarkt.com/darwin-nunez/profil/spieler/546543"
"Liga Portugal",NA,"Portugal",2020,"SL Benfica","-","Carlos Vinícius","Centre-Forward",1995-03-25,NA,"Brazil","Fulham FC","1.9","left","2019-07-20","SSC Napoli","2025-06-30",1.8e+07,"https://www.transfermarkt.com/carlos-vinicius/profil/spieler/525287"
"Liga Portugal",NA,"Portugal",2020,"SL Benfica","-","Haris Seferovic","Centre-Forward",1992-02-22,NA,"Switzerland","Celta de Vigo","1.89","left","2017-07-01","Eintracht Frankfurt","2023-06-30",1.4e+07,"https://www.transfermarkt.com/haris-seferovic/profil/spieler/109256"
"Liga Portugal",NA,"Portugal",2020,"SL Benfica","88","Gonçalo Ramos","Centre-Forward",2001-06-20,NA,"Portugal","SL Benfica","1.85","right","2020-10-01","SL Benfica B","2026-06-30",8e+06,"https://www.transfermarkt.com/goncalo-ramos/profil/spieler/550550"
"Liga Portugal",NA,"Portugal",2020,"SL Benfica","-","Facundo Ferreyra","Centre-Forward",1991-03-14,NA,"Argentina","AA Argentinos Juniors","1.83","right","2018-07-01","Shakhtar Donetsk","2023-12-31",2e+06,"https://www.transfermarkt.com/facundo-ferreyra/profil/spieler/93795"
"Liga Portugal",NA,"Portugal",2020,"SL Benfica","-","Daniel dos Anjos","Centre-Forward",1996-01-21,NA,"Brazil","CD Tondela","1.83","right",NA,NA,"2024-06-30",NA,"https://www.transfermarkt.com/daniel-dos-anjos/profil/spieler/523364"
