"comp_name","region","country","season_start_year","squad","player_num","player_name","player_position","player_dob","player_age","player_nationality","current_club","player_height_mtrs","player_foot","date_joined","joined_from","contract_expiry","player_market_value_euro","player_url"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","99","Odysseas Vlachodimos","Goalkeeper",1994-04-26,NA,"Greece","SL Benfica","1.91","right","2018-07-01","Panathinaikos Athens","2027-06-30",1.5e+07,"https://www.transfermarkt.com/odysseas-vlachodimos/profil/spieler/124419"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","-","Helton Leite","Goalkeeper",1990-11-02,NA,"Brazil","Antalyaspor","1.96","right","2020-08-08","Boavista FC","2024-06-30",3e+06,"https://www.transfermarkt.com/helton-leite/profil/spieler/175383"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","-","Mile Svilar","Goalkeeper",1999-08-27,NA,"Serbia","AS Roma","1.89","right","2017-08-28","RSC Anderlecht","2027-06-30",2e+06,"https://www.transfermarkt.com/mile-svilar/profil/spieler/338670"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","-","Leo Kokubo","Goalkeeper",2001-01-23,NA,"Japan","SL Benfica B","1.93","right",NA,NA,"2025-06-30",NA,"https://www.transfermarkt.com/leo-kokubo/profil/spieler/501737"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","4","Lucas Veríssimo","Centre-Back",1995-07-02,NA,"Brazil","SL Benfica","1.88","right","2021-01-31","Santos FC","2026-06-30",1e+07,"https://www.transfermarkt.com/lucas-verissimo/profil/spieler/411662"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","91","Morato","Centre-Back",2001-06-30,NA,"Brazil","SL Benfica","1.92","left","2021-07-01","SL Benfica B","2027-06-30",1e+07,"https://www.transfermarkt.com/morato/profil/spieler/673492"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","-","Ferro","Centre-Back",1997-03-26,NA,"Portugal","HNK Hajduk Split","1.91","right","2019-01-01","SL Benfica B","2026-05-31",3500000,"https://www.transfermarkt.com/ferro/profil/spieler/294321"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","30","Nicolás Otamendi","Centre-Back",1988-02-12,NA,"Argentina","SL Benfica","1.83","right","2020-09-29","Manchester City","2023-06-30",3500000,"https://www.transfermarkt.com/nicolas-otamendi/profil/spieler/54781"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","-","Jan Vertonghen","Centre-Back",1987-04-24,NA,"Belgium","RSC Anderlecht","1.89","left","2020-08-14","Tottenham Hotspur","2024-06-30",2e+06,"https://www.transfermarkt.com/jan-vertonghen/profil/spieler/43250"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","-","Tomás Araújo","Centre-Back",2002-05-16,NA,"Portugal","Gil Vicente FC","1.87","right","2022-07-01","SL Benfica B","2023-06-30",2e+06,"https://www.transfermarkt.com/tomas-araujo/profil/spieler/504087"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","-","Pedro Álvaro","Centre-Back",2000-03-02,NA,"Portugal","GD Estoril Praia","1.87","right",NA,NA,"2025-06-30",NA,"https://www.transfermarkt.com/pedro-alvaro/profil/spieler/375376"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","3","Alejandro Grimaldo","Left-Back",1995-09-20,NA,"Spain","SL Benfica","1.71","left","2016-01-01","FC Barcelona B","2023-06-30",2e+07,"https://www.transfermarkt.com/alejandro-grimaldo/profil/spieler/193082"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","-","Sandro Cruz","Left-Back",2001-05-12,NA,"Portugal","GD Chaves","1.82","left","2022-04-25","SL Benfica B","2023-06-30",NA,"https://www.transfermarkt.com/sandro-cruz/profil/spieler/481627"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","-","Valentino Lazaro","Right-Back",1996-03-24,NA,"Austria","Torino FC","1.8","right","2021-08-31","Inter Milan","2023-06-30",6e+06,"https://www.transfermarkt.com/valentino-lazaro/profil/spieler/186368"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","2","Gilberto","Right-Back",1993-03-07,NA,"Brazil","SL Benfica","1.81","right","2020-08-08","Fluminense Football Club","2025-06-30",5e+06,"https://www.transfermarkt.com/gilberto/profil/spieler/231614"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","-","André Almeida","Right-Back",1990-09-10,NA,"Portugal","Without Club","1.85","right","2011-07-01","CF Os Belenenses",NA,1500000,"https://www.transfermarkt.com/andre-almeida/profil/spieler/83466"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","-","Julian Weigl","Defensive Midfield",1995-09-08,NA,"Germany","Borussia Mönchengladbach","1.86","right","2020-01-01","Borussia Dortmund","2023-06-30",2.2e+07,"https://www.transfermarkt.com/julian-weigl/profil/spieler/196792"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","61","Florentino","Defensive Midfield",1999-08-19,NA,"Portugal","SL Benfica","1.84","right","2019-01-01","SL Benfica B","2027-06-30",5e+06,"https://www.transfermarkt.com/florentino/profil/spieler/357162"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","-","Rafael Brito","Defensive Midfield",2002-01-19,NA,"Portugal","CS Marítimo","1.83","right",NA,NA,"2023-06-30",NA,"https://www.transfermarkt.com/rafael-brito/profil/spieler/504075"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","20","João Mário","Central Midfield",1993-01-19,NA,"Portugal","SL Benfica","1.79","right","2021-07-13","Inter Milan","2026-06-30",1e+07,"https://www.transfermarkt.com/joao-mario/profil/spieler/149729"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","-","Gedson Fernandes","Central Midfield",1999-01-09,NA,"Portugal","Besiktas JK","1.83","right","2018-07-01","SL Benfica B","2026-06-30",6500000,"https://www.transfermarkt.com/gedson-fernandes/profil/spieler/337800"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","-","Soualiho Meïté","Central Midfield",1994-03-17,NA,"France","US Cremonese","1.87","right","2021-07-23","Torino FC","2023-06-30",5e+06,"https://www.transfermarkt.com/soualiho-meite/profil/spieler/164913"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","-","Paulo Bernardo","Central Midfield",2002-01-24,NA,"Portugal","FC Paços de Ferreira","1.8","right","2022-01-01","SL Benfica B","2023-06-30",5e+06,"https://www.transfermarkt.com/paulo-bernardo/profil/spieler/504090"
