"comp_name","region","country","season_start_year","squad","player_num","player_name","player_position","player_dob","player_age","player_nationality","current_club","player_height_mtrs","player_foot","date_joined","joined_from","contract_expiry","player_market_value_euro","player_url"
"Liga Portugal",NA,"Portugal",2014,"SL Benfica","-","Eliseu","Left-Back",1983-10-01,NA,"Portugal",NA,"1.76","left","2014-07-24","Málaga CF",NA,2100000,"https://www.transfermarkt.com/eliseu/profil/spieler/14192"
"Liga Portugal",NA,"Portugal",2014,"SL Benfica","-","Maximiliano Pereira","Right-Back",1984-06-08,NA,"Uruguay","CA River Plate Montevideo","1.73","right","2007-08-27","Defensor Sporting Club","2023-12-31",8500000,"https://www.transfermarkt.com/maximiliano-pereira/profil/spieler/57834"
"Liga Portugal",NA,"Portugal",2014,"SL Benfica","-","André Almeida","Right-Back",1990-09-10,NA,"Portugal","Without Club","1.85","right","2011-07-01","CF Os Belenenses",NA,6e+06,"https://www.transfermarkt.com/andre-almeida/profil/spieler/83466"
"Liga Portugal",NA,"Portugal",2014,"SL Benfica","-","Sílvio","Right-Back",1987-09-28,NA,"Portugal","UD Vilafranquense","1.76","right","2013-07-09","Atlético de Madrid","2023-06-30",2500000,"https://www.transfermarkt.com/silvio/profil/spieler/84511"
"Liga Portugal",NA,"Portugal",2014,"SL Benfica","-","Enzo Pérez","Defensive Midfield",1986-02-22,NA,"Argentina","CA River Plate","1.79","right","2011-07-01","Club Estudiantes de La Plata","2023-12-31",2.5e+07,"https://www.transfermarkt.com/enzo-perez/profil/spieler/56066"
"Liga Portugal",NA,"Portugal",2014,"SL Benfica","-","Andreas Samaris","Defensive Midfield",1989-06-13,NA,"Greece","Rio Ave FC","1.89","right","2014-08-22","Olympiacos Piraeus","2023-06-30",7200000,"https://www.transfermarkt.com/andreas-samaris/profil/spieler/140032"
"Liga Portugal",NA,"Portugal",2014,"SL Benfica","-","Ljubomir Fejsa","Defensive Midfield",1988-08-14,NA,"Serbia","FK Partizan Belgrade","1.83","right","2013-08-24","Olympiacos Piraeus","2023-06-30",5e+06,"https://www.transfermarkt.com/ljubomir-fejsa/profil/spieler/46110"
"Liga Portugal",NA,"Portugal",2014,"SL Benfica","-","Bryan Cristante","Defensive Midfield",1995-03-03,NA,"Italy","AS Roma","1.86","right","2014-09-01","AC Milan","2024-06-30",4500000,"https://www.transfermarkt.com/bryan-cristante/profil/spieler/199248"
"Liga Portugal",NA,"Portugal",2014,"SL Benfica","-","Rúben Amorim","Central Midfield",1985-01-27,NA,"Portugal",NA,"1.78","right","2008-07-01","CF Os Belenenses",NA,4500000,"https://www.transfermarkt.com/ruben-amorim/profil/spieler/25101"
"Liga Portugal",NA,"Portugal",2014,"SL Benfica","-","Renato Sanches","Central Midfield",1997-08-18,NA,"Portugal","Paris Saint-Germain","1.76","right","2015-10-30","SL Benfica B","2027-06-30",NA,"https://www.transfermarkt.com/renato-sanches/profil/spieler/258027"
"Liga Portugal",NA,"Portugal",2014,"SL Benfica","-","Miralem Sulejmani","Left Midfield",1988-12-05,NA,"Serbia","Without Club","1.79","left","2013-07-01","Ajax Amsterdam",NA,3300000,"https://www.transfermarkt.com/miralem-sulejmani/profil/spieler/36080"
"Liga Portugal",NA,"Portugal",2014,"SL Benfica","-","Nico Gaitán","Attacking Midfield",1988-02-23,NA,"Argentina","FC Paços de Ferreira","1.74","left","2010-07-01","CA Boca Juniors","2023-06-30",2.6e+07,"https://www.transfermarkt.com/nico-gaitan/profil/spieler/75442"
"Liga Portugal",NA,"Portugal",2014,"SL Benfica","-","Talisca","Attacking Midfield",1994-02-01,NA,"Brazil","Al-Nassr FC","1.9","left","2014-07-05","Esporte Clube Bahia","2024-06-30",9e+06,"https://www.transfermarkt.com/talisca/profil/spieler/258626"
"Liga Portugal",NA,"Portugal",2014,"SL Benfica","-","Pizzi","Attacking Midfield",1989-10-06,NA,"Portugal","SC Braga","1.77","right","2013-07-26","Atlético de Madrid","2024-06-30",3200000,"https://www.transfermarkt.com/pizzi/profil/spieler/64339"
"Liga Portugal",NA,"Portugal",2014,"SL Benfica","-","Hany Mukhtar","Attacking Midfield",1995-03-21,NA,"Germany","Nashville SC","1.73","both","2015-01-15","Hertha BSC","2025-12-31",1500000,"https://www.transfermarkt.com/hany-mukhtar/profil/spieler/146155"
"Liga Portugal",NA,"Portugal",2014,"SL Benfica","-","João Teixeira","Attacking Midfield",1994-02-06,NA,"Portugal","GD Chaves","1.78","right",NA,NA,"2023-06-30",NA,"https://www.transfermarkt.com/joao-teixeira/profil/spieler/182710"
"Liga Portugal",NA,"Portugal",2014,"SL Benfica","-","Ola John","Left Winger",1992-05-19,NA,"Netherlands","Al-Hazem SC","1.79","right","2012-07-01","Twente Enschede FC","2023-06-30",7e+06,"https://www.transfermarkt.com/ola-john/profil/spieler/124550"
"Liga Portugal",NA,"Portugal",2014,"SL Benfica","-","Bebé","Left Winger",1990-07-12,NA,"Cape Verde","Real Zaragoza","1.9","right","2014-07-25","Manchester United","2023-06-30",3e+06,"https://www.transfermarkt.com/bebe/profil/spieler/153427"
"Liga Portugal",NA,"Portugal",2014,"SL Benfica","-","Eduardo Salvio","Right Winger",1990-07-13,NA,"Argentina","UNAM Pumas","1.73","right","2012-07-31","Atlético de Madrid","2024-06-30",19500000,"https://www.transfermarkt.com/eduardo-salvio/profil/spieler/84535"
"Liga Portugal",NA,"Portugal",2014,"SL Benfica","-","Hélder Costa","Right Winger",1994-01-12,NA,"Angola","Al-Ittihad Club (Jeddah)","1.79","left","2015-07-01","SL Benfica B","2023-06-30",1500000,"https://www.transfermarkt.com/helder-costa/profil/spieler/173900"
"Liga Portugal",NA,"Portugal",2014,"SL Benfica","-","Jonas","Second Striker",1984-04-01,NA,"Brazil",NA,"1.82","right","2014-09-12","Without Club",NA,9e+06,"https://www.transfermarkt.com/jonas/profil/spieler/50143"
"Liga Portugal",NA,"Portugal",2014,"SL Benfica","15","Gonçalo Guedes","Second Striker",1996-11-29,NA,"Portugal","SL Benfica","1.79","right","2023-01-19","Wolverhampton Wanderers","2023-06-30",1500000,"https://www.transfermarkt.com/goncalo-guedes/profil/spieler/225122"
"Liga Portugal",NA,"Portugal",2014,"SL Benfica","-","Lima","Centre-Forward",1983-05-11,NA,"Brazil",NA,"1.79","right","2012-08-31","SC Braga",NA,8500000,"https://www.transfermarkt.com/lima/profil/spieler/54470"
"Liga Portugal",NA,"Portugal",2014,"SL Benfica","-","Nélson Oliveira","Centre-Forward",1991-08-08,NA,"Portugal","PAOK Thessaloniki","1.86","right","2009-07-01","SL Benfica U19","2023-06-30",4e+06,"https://www.transfermarkt.com/nelson-oliveira/profil/spieler/72768"
"Liga Portugal",NA,"Portugal",2014,"SL Benfica","-","Derley","Centre-Forward",1987-12-29,NA,"Brazil","Ratchaburi FC","1.83","right","2014-07-01","CS Marítimo","2023-05-31",3500000,"https://www.transfermarkt.com/derley/profil/spieler/189516"
"Liga Portugal",NA,"Portugal",2014,"SL Benfica","-","Jonathan Rodríguez","Centre-Forward",1993-07-06,NA,"Uruguay","CF América","1.78","right","2015-01-29","CA Peñarol","2026-06-30",3e+06,"https://www.transfermarkt.com/jonathan-rodriguez/profil/spieler/280795"
"Liga Portugal",NA,"Portugal",2014,"SL Benfica","-","Rui Fonte","Centre-Forward",1990-04-23,NA,"Portugal","FC Famalicão","1.8","right",NA,NA,"2024-06-30",2e+06,"https://www.transfermarkt.com/rui-fonte/profil/spieler/9335"
"Liga Portugal",NA,"Portugal",2014,"SL Benfica","-","Franco Jara","Centre-Forward",1988-07-15,NA,"Argentina","Club Atlético Belgrano","1.81","right","2010-07-01","Arsenal Fútbol Club","2023-12-31",1500000,"https://www.transfermarkt.com/franco-jara/profil/spieler/75035"
